CO2 Emissions(g/km),Engine_Size_log,Fuel_City_log,Fuel_Hwy_log,Fuel_Comb_log,Cylinders_3,Cylinders_4,Cylinders_5,Cylinders_6,Cylinders_8,Cylinders_10,Cylinders_12,Cylinders_16
281,1.686398954,2.734367509,2.360854001,2.58021683,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
292,1.686398954,2.772588722,2.379546134,2.617395833,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
232,1.386294361,2.557227311,2.197224577,2.406945108,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
292,1.686398954,2.772588722,2.379546134,2.617395833,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
281,1.686398954,2.734367509,2.360854001,2.58021683,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
292,1.686398954,2.772588722,2.379546134,2.617395833,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
246,1.386294361,2.602689685,2.261763098,2.459588842,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
292,1.686398954,2.772588722,2.379546134,2.617395833,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
292,1.686398954,2.772588722,2.379546134,2.617395833,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
356,1.945910149,2.980618636,2.525728644,2.803360381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
191,1.386294361,2.32238772,2.091864062,2.2300144,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
214,1.386294361,2.442347035,2.186051277,2.332143895,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
212,1.386294361,2.442347035,2.151762203,2.32238772,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
292,1.686398954,2.772588722,2.379546134,2.617395833,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
292,1.686398954,2.772588722,2.379546134,2.617395833,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
338,1.686398954,2.90690106,2.525728644,2.753660712,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
317,1.686398954,2.844909384,2.4765384,2.694627181,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
338,1.686398954,2.90690106,2.525728644,2.753660712,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
317,1.686398954,2.844909384,2.4765384,2.694627181,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
338,1.686398954,2.90690106,2.525728644,2.753660712,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
317,1.686398954,2.844909384,2.4765384,2.694627181,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
338,1.686398954,2.90690106,2.525728644,2.753660712,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
317,1.686398954,2.844909384,2.4765384,2.694627181,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
209,1.098612289,2.451005098,2.104134154,2.312535424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,1.386294361,2.653241965,2.292534757,2.509599262,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
230,1.098612289,2.501435952,2.251291799,2.397895273,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
