CO2 Emissions(g/km),Engine_Size_log,Fuel_City_log,Fuel_Hwy_log,Fuel_Comb_log,Cylinders_3,Cylinders_4,Cylinders_5,Cylinders_6,Cylinders_8,Cylinders_10,Cylinders_12,Cylinders_16
380,1.974081026,2.980618636,2.701361213,2.862200881,0,0,0,0,1,0,0,0
361,1.974081026,2.954910279,2.610069793,2.815408719,0,0,0,0,1,0,0,0
361,1.974081026,2.954910279,2.610069793,2.815408719,0,0,0,0,1,0,0,0
179,0.955511445,2.272125886,2.028148247,2.174751721,0,1,0,0,0,0,0,0
179,0.955511445,2.261763098,2.054123734,2.174751721,0,1,0,0,0,0,0,0
179,0.955511445,2.272125886,2.028148247,2.174751721,0,1,0,0,0,0,0,0
179,0.955511445,2.261763098,2.054123734,2.174751721,0,1,0,0,0,0,0,0
200,0.955511445,2.341805806,2.186051277,2.272125886,0,1,0,0,0,0,0,0
179,0.955511445,2.261763098,2.054123734,2.174751721,0,1,0,0,0,0,0,0
175,0.955511445,2.251291799,2.028148247,2.151762203,0,1,0,0,0,0,0,0
168,0.955511445,2.197224577,2.00148,2.116255515,0,1,0,0,0,0,0,0
200,0.955511445,2.341805806,2.186051277,2.272125886,0,1,0,0,0,0,0,0
179,0.955511445,2.261763098,2.054123734,2.174751721,0,1,0,0,0,0,0,0
179,0.955511445,2.272125886,2.028148247,2.174751721,0,1,0,0,0,0,0,0
179,0.955511445,2.261763098,2.054123734,2.174751721,0,1,0,0,0,0,0,0
191,0.955511445,2.332143895,2.079441542,2.2300144,0,1,0,0,0,0,0,0
184,0.955511445,2.312535424,2.041220329,2.197224577,0,1,0,0,0,0,0,0
191,0.955511445,2.332143895,2.079441542,2.2300144,0,1,0,0,0,0,0,0
184,0.955511445,2.312535424,2.041220329,2.197224577,0,1,0,0,0,0,0,0
